,Type,UI,PubmedID,NameOfSubstance,RegistryNumber,MeshHeadingID,DescriptorName,MajorTopicYN,QualifierName
17329,DescriptorName,D000818,18721173,,,4,Animals,N,
17330,DescriptorName,D003509,18721173,,,5,Cyclohexanecarboxylic Acids,N,
17331,QualifierName,Q000009,18721173,,,5,,Y,adverse effects
17332,DescriptorName,D005260,18721173,,,6,Female,N,
17333,DescriptorName,D000077206,18721173,,,7,Gabapentin,N,
17334,DescriptorName,D006801,18721173,,,8,Humans,N,
17335,DescriptorName,D007049,18721173,,,9,Iatrogenic Disease,N,
17336,DescriptorName,D010146,18721173,,,10,Pain,N,
17337,QualifierName,Q000188,18721173,,,10,,N,drug therapy
17338,DescriptorName,D005680,18721173,,,11,gamma-Aminobutyric Acid,N,
17339,QualifierName,Q000009,18721173,,,11,,Y,adverse effects
17340,Chemical,D000890,18751717,Anti-Infective Agents,0,,,,
17341,Chemical,D005938,18751717,Glucocorticoids,0,,,,
17342,Chemical,D014222,18751717,Triamcinolone Acetonide,F446C597KA,,,,
17343,DescriptorName,D000208,18751717,,,1,Acute Disease,N,
17344,DescriptorName,D000368,18751717,,,2,Aged,N,
17345,DescriptorName,D000890,18751717,,,3,Anti-Infective Agents,N,
17346,QualifierName,Q000627,18751717,,,3,,N,therapeutic use
17347,DescriptorName,D001284,18751717,,,4,Atrophy,N,
17348,DescriptorName,D002825,18751717,,,5,Chorioretinitis,N,
17349,QualifierName,Q000175,18751717,,,5,,N,diagnosis
17350,DescriptorName,D005260,18751717,,,6,Female,N,
17351,DescriptorName,D005451,18751717,,,7,Fluorescein Angiography,N,
17352,DescriptorName,D005654,18751717,,,8,Fundus Oculi,N,
17353,DescriptorName,D005938,18751717,,,9,Glucocorticoids,N,
17354,QualifierName,Q000008,18751717,,,9,,Y,administration & dosage
17355,DescriptorName,D006801,18751717,,,10,Humans,N,
17356,DescriptorName,D007267,18751717,,,11,Injections,N,
17357,DescriptorName,D008297,18751717,,,12,Male,N,
17358,DescriptorName,D008875,18751717,,,13,Middle Aged,N,
17359,DescriptorName,D009494,18751717,,,14,Neurosyphilis,N,
17360,QualifierName,Q000188,18751717,,,14,,N,drug therapy
17361,DescriptorName,D013587,18751717,,,15,Syphilis,Y,
17362,QualifierName,Q000276,18751717,,,15,,N,immunology
17363,DescriptorName,D041623,18751717,,,16,"Tomography, Optical Coherence",N,
17364,DescriptorName,D017211,18751717,,,17,Treatment Failure,N,
17365,DescriptorName,D014222,18751717,,,18,Triamcinolone Acetonide,N,
17366,QualifierName,Q000008,18751717,,,18,,Y,administration & dosage
17367,DescriptorName,D014792,18751717,,,19,Visual Acuity,N,
17368,DescriptorName,D014822,18751717,,,20,Vitreous Body,N,
17369,Chemical,D005343,18755414,Fibrinolytic Agents,0,,,,
17370,Chemical,D001241,18755414,Aspirin,R16CO5Y76E,,,,
17371,DescriptorName,D000368,18755414,,,1,Aged,N,
17372,DescriptorName,D001241,18755414,,,2,Aspirin,N,
17373,QualifierName,Q000008,18755414,,,2,,N,administration & dosage
17374,DescriptorName,D002544,18755414,,,3,Cerebral Infarction,N,
17375,QualifierName,Q000188,18755414,,,3,,N,drug therapy
17376,DescriptorName,D005260,18755414,,,4,Female,N,
17377,DescriptorName,D005343,18755414,,,5,Fibrinolytic Agents,N,
17378,QualifierName,Q000008,18755414,,,5,,N,administration & dosage
17379,DescriptorName,D006801,18755414,,,6,Humans,N,
17380,DescriptorName,D020300,18755414,,,7,Intracranial Hemorrhages,N,
17381,QualifierName,Q000139,18755414,,,7,,Y,chemically induced
17382,DescriptorName,D008577,18755414,,,8,Meningeal Neoplasms,N,
17383,QualifierName,Q000150,18755414,,,8,,Y,complications
17384,DescriptorName,D008579,18755414,,,9,Meningioma,N,
17385,QualifierName,Q000150,18755414,,,9,,Y,complications
17386,DescriptorName,D016896,18755414,,,10,Treatment Outcome,N,
17387,Chemical,D000911,18765315,"Antibodies, Monoclonal",0,,,,
17388,Chemical,D058846,18765315,"Antibodies, Monoclonal, Murine-Derived",0,,,,
17389,Chemical,D000970,18765315,Antineoplastic Agents,0,,,,
17390,Chemical,D000069283,18765315,Rituximab,4F4X42SYQ6,,,,
17391,DescriptorName,D054058,18765315,,,1,Acute Coronary Syndrome,N,
17392,QualifierName,Q000139,18765315,,,1,,Y,chemically induced
17393,DescriptorName,D000368,18765315,,,2,Aged,N,
17394,DescriptorName,D000911,18765315,,,3,"Antibodies, Monoclonal",N,
17395,QualifierName,Q000008,18765315,,,3,,N,administration & dosage
17396,DescriptorName,D058846,18765315,,,4,"Antibodies, Monoclonal, Murine-Derived",N,
17397,DescriptorName,D000970,18765315,,,5,Antineoplastic Agents,N,
17398,QualifierName,Q000008,18765315,,,5,,N,administration & dosage
17399,DescriptorName,D006801,18765315,,,6,Humans,N,
17400,DescriptorName,D008228,18765315,,,7,"Lymphoma, Non-Hodgkin",N,
17401,QualifierName,Q000188,18765315,,,7,,N,drug therapy
17402,DescriptorName,D008297,18765315,,,8,Male,N,
17403,DescriptorName,D008875,18765315,,,9,Middle Aged,N,
17404,DescriptorName,D000069283,18765315,,,10,Rituximab,N,
17405,Chemical,D000925,18775393,Anticoagulants,0,,,,
17406,Chemical,D000935,18775393,Antifungal Agents,0,,,,
17407,Chemical,D010975,18775393,Platelet Aggregation Inhibitors,0,,,,
17408,Chemical,D004464,18775393,Econazole,6Z1Y2V4A7M,,,,
17409,Chemical,D011516,18775393,Prothrombin,9001-26-7,,,,
17410,Chemical,D000074,18775393,Acenocoumarol,I6WP63U32H,,,,
17411,Chemical,D001241,18775393,Aspirin,R16CO5Y76E,,,,
17412,DescriptorName,D000074,18775393,,,1,Acenocoumarol,N,
17413,QualifierName,Q000009,18775393,,,1,,Y,adverse effects
17414,DescriptorName,D000287,18775393,,,2,"Administration, Topical",N,
17415,DescriptorName,D000369,18775393,,,3,"Aged, 80 and over",N,
17416,DescriptorName,D000925,18775393,,,4,Anticoagulants,N,
17417,QualifierName,Q000009,18775393,,,4,,Y,adverse effects
17418,DescriptorName,D000935,18775393,,,5,Antifungal Agents,N,
17419,QualifierName,Q000008,18775393,,,5,,N,administration & dosage
17420,DescriptorName,D001241,18775393,,,6,Aspirin,N,
17421,QualifierName,Q000627,18775393,,,6,,N,therapeutic use
17422,DescriptorName,D001778,18775393,,,7,Blood Coagulation Disorders,N,
17423,QualifierName,Q000097,18775393,,,7,,N,blood
17424,DescriptorName,D004347,18775393,,,8,Drug Interactions,N,
17425,DescriptorName,D004417,18775393,,,9,Dyspnea,N,
17426,QualifierName,Q000139,18775393,,,9,,Y,chemically induced
17427,DescriptorName,D004464,18775393,,,10,Econazole,N,
17428,QualifierName,Q000008,18775393,,,10,,N,administration & dosage
17429,DescriptorName,D005260,18775393,,,11,Female,N,
17430,DescriptorName,D006406,18775393,,,12,Hematoma,N,
17431,QualifierName,Q000209,18775393,,,12,,N,etiology
17432,DescriptorName,D006801,18775393,,,13,Humans,N,
17433,DescriptorName,D007818,18775393,,,14,Laryngeal Diseases,N,
17434,QualifierName,Q000139,18775393,,,14,,Y,chemically induced
17435,DescriptorName,D007828,18775393,,,15,Laryngoscopy,N,
17436,DescriptorName,D010975,18775393,,,16,Platelet Aggregation Inhibitors,N,
17437,QualifierName,Q000627,18775393,,,16,,N,therapeutic use
17438,DescriptorName,D011516,18775393,,,17,Prothrombin,N,
17439,QualifierName,Q000627,18775393,,,17,,N,therapeutic use
17440,Chemical,D006854,18784429,Hydrocortisone,WI4X0X7BPJ,,,,
17441,Chemical,D008775,18784429,Methylprednisolone,X4W7ZR7023,,,,
17442,DescriptorName,D000309,18784429,,,1,Adrenal Insufficiency,N,
17443,QualifierName,Q000139,18784429,,,1,,Y,chemically induced
17444,DescriptorName,D000328,18784429,,,2,Adult,N,
17445,DescriptorName,D003424,18784429,,,3,Crohn Disease,N,
17446,QualifierName,Q000188,18784429,,,3,,Y,drug therapy
17447,DescriptorName,D004305,18784429,,,4,"Dose-Response Relationship, Drug",N,
17448,DescriptorName,D005260,18784429,,,5,Female,N,
17449,DescriptorName,D006801,18784429,,,6,Humans,N,
17450,DescriptorName,D006854,18784429,,,7,Hydrocortisone,N,
17451,QualifierName,Q000627,18784429,,,7,,Y,therapeutic use
17452,DescriptorName,D007231,18784429,,,8,"Infant, Newborn",N,
17453,DescriptorName,D008297,18784429,,,9,Male,N,
17454,DescriptorName,D008775,18784429,,,10,Methylprednisolone,N,
17455,QualifierName,Q000008,18784429,,,10,,N,administration & dosage
17456,DescriptorName,D011247,18784429,,,11,Pregnancy,N,
17457,DescriptorName,D011248,18784429,,,12,Pregnancy Complications,N,
17458,QualifierName,Q000188,18784429,,,12,,Y,drug therapy
17459,DescriptorName,D011297,18784429,,,13,Prenatal Exposure Delayed Effects,N,
17460,QualifierName,Q000139,18784429,,,13,,Y,chemically induced
17461,Chemical,D006634,18795,Histamine H1 Antagonists,0,,,,
17462,Chemical,D004205,18795,Cromolyn Sodium,Q2WXR1I0PK,,,,
17463,DescriptorName,D001249,18795,,,1,Asthma,N,
17464,QualifierName,Q000188,18795,,,1,,Y,drug therapy
17465,DescriptorName,D002648,18795,,,2,Child,N,
17466,DescriptorName,D004205,18795,,,3,Cromolyn Sodium,N,
17467,QualifierName,Q000009,18795,,,3,,Y,adverse effects
17468,DescriptorName,D003875,18795,,,4,Drug Eruptions,Y,
17469,DescriptorName,D006634,18795,,,5,Histamine H1 Antagonists,N,
17470,QualifierName,Q000627,18795,,,5,,N,therapeutic use
17471,DescriptorName,D006801,18795,,,6,Humans,N,
17472,DescriptorName,D008297,18795,,,7,Male,N,
17473,DescriptorName,D012882,18795,,,8,Skin Tests,N,
17474,DescriptorName,D014581,18795,,,9,Urticaria,N,
17475,QualifierName,Q000139,18795,,,9,,Y,chemically induced
17476,Chemical,D011433,1879988,Propranolol,9Y8NXQ24VQ,,,,
17477,DescriptorName,D002312,1879988,,,1,"Cardiomyopathy, Hypertrophic",N,
17478,QualifierName,Q000188,1879988,,,1,,Y,drug therapy
17479,DescriptorName,D004562,1879988,,,2,Electrocardiography,N,
17480,DescriptorName,D005260,1879988,,,3,Female,N,
17481,DescriptorName,D006327,1879988,,,4,Heart Block,N,
17482,QualifierName,Q000139,1879988,,,4,,Y,chemically induced
17483,DescriptorName,D006801,1879988,,,5,Humans,N,
17484,DescriptorName,D008875,1879988,,,6,Middle Aged,N,
17485,DescriptorName,D011433,1879988,,,7,Propranolol,N,
17486,QualifierName,Q000009,1879988,,,7,,Y,adverse effects
17487,DescriptorName,D013575,1879988,,,8,Syncope,N,
17488,QualifierName,Q000139,1879988,,,8,,Y,chemically induced
17489,Chemical,D014150,18801826,Antipsychotic Agents,0,,,,
17490,Chemical,D001569,18801826,Benzodiazepines,12794-10-4,,,,
17491,Chemical,D000077152,18801826,Olanzapine,N7U69T4SZR,,,,
17492,DescriptorName,D058186,18801826,,,1,Acute Kidney Injury,N,
17493,QualifierName,Q000139,18801826,,,1,,N,chemically induced
17494,DescriptorName,D000328,18801826,,,2,Adult,N,
17495,DescriptorName,D014150,18801826,,,3,Antipsychotic Agents,N,
17496,QualifierName,Q000009,18801826,,,3,,Y,adverse effects
17497,DescriptorName,D001569,18801826,,,4,Benzodiazepines,N,
17498,QualifierName,Q000009,18801826,,,4,,Y,adverse effects
17499,DescriptorName,D001714,18801826,,,5,Bipolar Disorder,N,
17500,QualifierName,Q000188,18801826,,,5,,N,drug therapy
17501,DescriptorName,D003924,18801826,,,6,"Diabetes Mellitus, Type 2",N,
17502,QualifierName,Q000139,18801826,,,6,,N,chemically induced
17503,DescriptorName,D005260,18801826,,,7,Female,N,
17504,DescriptorName,D006801,18801826,,,8,Humans,N,
17505,DescriptorName,D006944,18801826,,,9,Hyperglycemic Hyperosmolar Nonketotic Coma,N,
17506,QualifierName,Q000139,18801826,,,9,,Y,chemically induced
17507,DescriptorName,D009459,18801826,,,10,Neuroleptic Malignant Syndrome,N,
17508,QualifierName,Q000209,18801826,,,10,,Y,etiology
17509,DescriptorName,D000077152,18801826,,,11,Olanzapine,N,
17510,Chemical,D000276,18805724,"Adjuvants, Immunologic",0,,,,
17511,Chemical,D005938,18805724,Glucocorticoids,0,,,,
17512,Chemical,D007475,18805724,Ion Exchange Resins,0,,,,
17513,Chemical,D007555,18805724,Isoxazoles,0,,,,
17514,Chemical,D002792,18805724,Cholestyramine Resin,11041-12-6,,,,
17515,Chemical,D011239,18805724,Prednisolone,9PHQ9Y1OLM,,,,
17516,Chemical,D000077339,18805724,Leflunomide,G162GK9U4W,,,,
17517,DescriptorName,D000276,18805724,,,1,"Adjuvants, Immunologic",N,
17518,QualifierName,Q000009,18805724,,,1,,Y,adverse effects
17519,DescriptorName,D000328,18805724,,,2,Adult,N,
17520,DescriptorName,D001172,18805724,,,3,"Arthritis, Rheumatoid",N,
17521,QualifierName,Q000150,18805724,,,3,,N,complications
17522,DescriptorName,D002792,18805724,,,4,Cholestyramine Resin,N,
17523,QualifierName,Q000627,18805724,,,4,,N,therapeutic use
17524,DescriptorName,D005260,18805724,,,5,Female,N,
17525,DescriptorName,D005938,18805724,,,6,Glucocorticoids,N,
17526,QualifierName,Q000627,18805724,,,6,,N,therapeutic use
17527,DescriptorName,D006801,18805724,,,7,Humans,N,
17528,DescriptorName,D007475,18805724,,,8,Ion Exchange Resins,N,
17529,QualifierName,Q000627,18805724,,,8,,N,therapeutic use
17530,DescriptorName,D007555,18805724,,,9,Isoxazoles,N,
17531,QualifierName,Q000009,18805724,,,9,,Y,adverse effects
17532,DescriptorName,D000077339,18805724,,,10,Leflunomide,N,
17533,DescriptorName,D011239,18805724,,,11,Prednisolone,N,
17534,QualifierName,Q000627,18805724,,,11,,N,therapeutic use
17535,DescriptorName,D013262,18805724,,,12,Stevens-Johnson Syndrome,N,
17536,QualifierName,Q000188,18805724,,,12,,N,drug therapy
17537,Chemical,D018501,18810448,Antirheumatic Agents,0,,,,
17538,Chemical,D007074,18810448,Immunoglobulin G,0,,,,
17539,Chemical,D007155,18810448,Immunologic Factors,0,,,,
17540,Chemical,D018124,18810448,"Receptors, Tumor Necrosis Factor",0,,,,
17541,Chemical,D011993,18810448,Recombinant Fusion Proteins,0,,,,
17542,Chemical,D000068800,18810448,Etanercept,OP401G7OJC,,,,
17543,DescriptorName,D018501,18810448,,,1,Antirheumatic Agents,N,
17544,QualifierName,Q000627,18810448,,,1,,N,therapeutic use
17545,DescriptorName,D001171,18810448,,,2,"Arthritis, Juvenile",N,
17546,QualifierName,Q000188,18810448,,,2,,Y,drug therapy
17547,DescriptorName,D003937,18810448,,,3,"Diagnosis, Differential",N,
17548,DescriptorName,D000068800,18810448,,,4,Etanercept,N,
17549,DescriptorName,D005500,18810448,,,5,Follow-Up Studies,N,
17550,DescriptorName,D006801,18810448,,,6,Humans,N,
17551,DescriptorName,D007074,18810448,,,7,Immunoglobulin G,N,
17552,QualifierName,Q000009,18810448,,,7,,Y,adverse effects
17553,DescriptorName,D007155,18810448,,,8,Immunologic Factors,N,
17554,QualifierName,Q000009,18810448,,,8,,Y,adverse effects
17555,DescriptorName,D008206,18810448,,,9,Lymphatic Diseases,N,
17556,QualifierName,Q000175,18810448,,,9,,N,diagnosis
17557,DescriptorName,D008297,18810448,,,10,Male,N,
17558,DescriptorName,D008479,18810448,,,11,Mediastinal Neoplasms,N,
17559,QualifierName,Q000175,18810448,,,11,,N,diagnosis
17560,DescriptorName,D008481,18810448,,,12,Mediastinoscopy,N,
17561,DescriptorName,D018124,18810448,,,13,"Receptors, Tumor Necrosis Factor",N,
17562,DescriptorName,D011993,18810448,,,14,Recombinant Fusion Proteins,N,
17563,QualifierName,Q000009,18810448,,,14,,Y,adverse effects
17564,DescriptorName,D013950,18810448,,,15,Thymus Gland,N,
17565,QualifierName,Q000000981,18810448,,,15,,N,diagnostic imaging
17566,DescriptorName,D013997,18810448,,,16,Time Factors,N,
17567,DescriptorName,D014057,18810448,,,17,"Tomography, X-Ray Computed",N,
17568,DescriptorName,D016896,18810448,,,18,Treatment Outcome,N,
17569,DescriptorName,D055815,18810448,,,19,Young Adult,N,
17570,Chemical,D000927,18821094,Anticonvulsants,0,,,,
17571,Chemical,D005938,18821094,Glucocorticoids,0,,,,
17572,Chemical,D002220,18821094,Carbamazepine,33CM23913M,,,,
17573,Chemical,D000078330,18821094,Oxcarbazepine,VZI5B1W380,,,,
17574,DescriptorName,D000293,18821094,,,1,Adolescent,N,
17575,DescriptorName,D000927,18821094,,,2,Anticonvulsants,N,
17576,QualifierName,Q000008,18821094,,,2,,N,administration & dosage
17577,DescriptorName,D002220,18821094,,,3,Carbamazepine,N,
17578,QualifierName,Q000008,18821094,,,3,,N,administration & dosage
17579,DescriptorName,D003875,18821094,,,4,Drug Eruptions,N,
17580,QualifierName,Q000097,18821094,,,4,,N,blood
17581,DescriptorName,D004802,18821094,,,5,Eosinophilia,N,
17582,QualifierName,Q000097,18821094,,,5,,N,blood
17583,DescriptorName,D005334,18821094,,,6,Fever,N,
17584,QualifierName,Q000139,18821094,,,6,,N,chemically induced
17585,DescriptorName,D005938,18821094,,,7,Glucocorticoids,N,
17586,QualifierName,Q000627,18821094,,,7,,N,therapeutic use
17587,DescriptorName,D006801,18821094,,,8,Humans,N,
17588,DescriptorName,D008297,18821094,,,9,Male,N,
17589,DescriptorName,D000078330,18821094,,,10,Oxcarbazepine,N,
17590,DescriptorName,D012640,18821094,,,11,Seizures,N,
17591,QualifierName,Q000188,18821094,,,11,,N,drug therapy
17592,DescriptorName,D016896,18821094,,,12,Treatment Outcome,N,
17593,Chemical,D000318,18836269,Adrenergic beta-Agonists,0,,,,
17594,Chemical,D000889,18836269,Anti-Arrhythmia Agents,0,,,,
17595,Chemical,D005280,18836269,Fenoterol,22M9P70OQ9,,,,
17596,Chemical,D005424,18836269,Flecainide,K94FTS1806,,,,
17597,DescriptorName,D000318,18836269,,,1,Adrenergic beta-Agonists,N,
17598,QualifierName,Q000008,18836269,,,1,,N,administration & dosage
17599,DescriptorName,D000328,18836269,,,2,Adult,N,
17600,DescriptorName,D000889,18836269,,,3,Anti-Arrhythmia Agents,N,
17601,QualifierName,Q000008,18836269,,,3,,Y,administration & dosage
17602,DescriptorName,D004452,18836269,,,4,Echocardiography,N,
17603,DescriptorName,D005260,18836269,,,5,Female,N,
17604,DescriptorName,D005280,18836269,,,6,Fenoterol,N,
17605,QualifierName,Q000008,18836269,,,6,,N,administration & dosage
17606,DescriptorName,D005315,18836269,,,7,Fetal Diseases,N,
17607,QualifierName,Q000139,18836269,,,7,,N,chemically induced
17608,DescriptorName,D005424,18836269,,,8,Flecainide,N,
17609,QualifierName,Q000008,18836269,,,8,,Y,administration & dosage
17610,DescriptorName,D006801,18836269,,,9,Humans,N,
17611,DescriptorName,D007231,18836269,,,10,"Infant, Newborn",N,
17612,DescriptorName,D008297,18836269,,,11,Male,N,
17613,DescriptorName,D007752,18836269,,,12,"Obstetric Labor, Premature",N,
17614,QualifierName,Q000188,18836269,,,12,,N,drug therapy
17615,DescriptorName,D011247,18836269,,,13,Pregnancy,N,
17616,DescriptorName,D011256,18836269,,,14,Pregnancy Outcome,N,
17617,DescriptorName,D013617,18836269,,,15,"Tachycardia, Supraventricular",N,
17618,QualifierName,Q000139,18836269,,,15,,N,chemically induced
17619,DescriptorName,D014427,18836269,,,16,Twins,N,
17620,DescriptorName,D016216,18836269,,,17,"Ultrasonography, Prenatal",N,
17621,Chemical,D047428,18837734,Protein Kinase Inhibitors,0,,,,
17622,Chemical,D011799,18837734,Quinazolines,0,,,,
17623,Chemical,D000069347,18837734,Erlotinib Hydrochloride,DA87705X9K,,,,
17624,DescriptorName,D017486,18837734,,,1,Acneiform Eruptions,N,
17625,QualifierName,Q000139,18837734,,,1,,N,chemically induced
17626,DescriptorName,D000369,18837734,,,2,"Aged, 80 and over",N,
17627,DescriptorName,D002289,18837734,,,3,"Carcinoma, Non-Small-Cell Lung",N,
17628,QualifierName,Q000188,18837734,,,3,,Y,drug therapy
17629,DescriptorName,D003875,18837734,,,4,Drug Eruptions,N,
17630,QualifierName,Q000209,18837734,,,4,,Y,etiology
17631,DescriptorName,D000069347,18837734,,,5,Erlotinib Hydrochloride,N,
17632,DescriptorName,D006801,18837734,,,6,Humans,N,
17633,DescriptorName,D008175,18837734,,,7,Lung Neoplasms,N,
17634,QualifierName,Q000188,18837734,,,7,,Y,drug therapy
17635,DescriptorName,D008297,18837734,,,8,Male,N,
17636,DescriptorName,D047428,18837734,,,9,Protein Kinase Inhibitors,N,
17637,QualifierName,Q000009,18837734,,,9,,Y,adverse effects
17638,DescriptorName,D011799,18837734,,,10,Quinazolines,N,
17639,QualifierName,Q000009,18837734,,,10,,Y,adverse effects
17640,Chemical,D008727,18855892,Methotrexate,YL5FZ2Y5U1,,,,
17641,DescriptorName,D000707,18855892,,,1,Anaphylaxis,N,
17642,QualifierName,Q000139,18855892,,,1,,Y,chemically induced
17643,DescriptorName,D002648,18855892,,,2,Child,N,
17644,DescriptorName,D003888,18855892,,,3,"Desensitization, Immunologic",N,
17645,QualifierName,Q000379,18855892,,,3,,Y,methods
17646,DescriptorName,D004342,18855892,,,4,Drug Hypersensitivity,N,
17647,QualifierName,Q000517,18855892,,,4,,Y,prevention & control
17648,DescriptorName,D006801,18855892,,,5,Humans,N,
17649,DescriptorName,D008727,18855892,,,6,Methotrexate,N,
17650,QualifierName,Q000009,18855892,,,6,,Y,adverse effects
17651,DescriptorName,D012516,18855892,,,7,Osteosarcoma,N,
17652,QualifierName,Q000150,18855892,,,7,,N,complications
17653,Chemical,D004110,1888256,Diltiazem,EE92BBP03H,,,,
17654,DescriptorName,D000368,1888256,,,1,Aged,N,
17655,DescriptorName,D004110,1888256,,,2,Diltiazem,N,
17656,QualifierName,Q000009,1888256,,,2,,Y,adverse effects
17657,DescriptorName,D004342,1888256,,,3,Drug Hypersensitivity,N,
17658,QualifierName,Q000209,1888256,,,3,,Y,etiology
17659,DescriptorName,D005334,1888256,,,4,Fever,N,
17660,QualifierName,Q000139,1888256,,,4,,Y,chemically induced
17661,DescriptorName,D006801,1888256,,,5,Humans,N,
17662,DescriptorName,D008297,1888256,,,6,Male,N,
17663,DescriptorName,D009203,1888256,,,7,Myocardial Infarction,N,
17664,QualifierName,Q000188,1888256,,,7,,N,drug therapy
17665,Chemical,D004317,189279,Doxorubicin,80168379AG,,,,
17666,DescriptorName,D006332,189279,,,1,Cardiomegaly,N,
17667,QualifierName,Q000139,189279,,,1,,Y,chemically induced
17668,DescriptorName,D002648,189279,,,2,Child,N,
17669,DescriptorName,D004317,189279,,,3,Doxorubicin,N,
17670,QualifierName,Q000009,189279,,,3,,Y,adverse effects
17671,DescriptorName,D005260,189279,,,4,Female,N,
17672,DescriptorName,D006333,189279,,,5,Heart Failure,N,
17673,QualifierName,Q000139,189279,,,5,,Y,chemically induced
17674,DescriptorName,D006801,189279,,,6,Humans,N,
17675,DescriptorName,D011859,189279,,,7,Radiography,N,
17676,DescriptorName,D009396,189279,,,8,Wilms Tumor,N,
17677,QualifierName,Q000188,189279,,,8,,N,drug therapy
17678,Chemical,D002220,1893404,Carbamazepine,33CM23913M,,,,
17679,DescriptorName,D000328,1893404,,,1,Adult,N,
17680,DescriptorName,D002220,1893404,,,2,Carbamazepine,N,
17681,QualifierName,Q000008,1893404,,,2,,N,administration & dosage
17682,DescriptorName,D003920,1893404,,,3,Diabetes Mellitus,N,
17683,QualifierName,Q000097,1893404,,,3,,N,blood
17684,DescriptorName,D005260,1893404,,,4,Female,N,
17685,DescriptorName,D006801,1893404,,,5,Humans,N,
17686,DescriptorName,D012640,1893404,,,6,Seizures,N,
17687,QualifierName,Q000188,1893404,,,6,,Y,drug therapy
17688,Chemical,D000893,18950384,Anti-Inflammatory Agents,0,,,,
17689,Chemical,D018687,18950384,"Antidepressive Agents, Second-Generation",0,,,,
17690,Chemical,D014150,18950384,Antipsychotic Agents,0,,,,
17691,Chemical,D010879,18950384,Piperazines,0,,,,
17692,Chemical,D015363,18950384,Quinolones,0,,,,
17693,Chemical,D008803,18950384,Mianserin,250PJI13LM,,,,
17694,Chemical,D017374,18950384,Paroxetine,41VRH5220H,,,,
17695,Chemical,D000068180,18950384,Aripiprazole,82VFR53I78,,,,
17696,Chemical,D016572,18950384,Cyclosporine,83HN0GTJ6D,,,,
17697,Chemical,D011239,18950384,Prednisolone,9PHQ9Y1OLM,,,,
17698,Chemical,D020280,18950384,Sertraline,QUC7NX6WMB,,,,
17699,DescriptorName,D000328,18950384,,,1,Adult,N,
17700,DescriptorName,D000893,18950384,,,2,Anti-Inflammatory Agents,N,
17701,QualifierName,Q000009,18950384,,,2,,Y,adverse effects
17702,DescriptorName,D018687,18950384,,,3,"Antidepressive Agents, Second-Generation",N,
17703,QualifierName,Q000009,18950384,,,3,,Y,adverse effects
17704,DescriptorName,D014150,18950384,,,4,Antipsychotic Agents,N,
17705,QualifierName,Q000009,18950384,,,4,,Y,adverse effects
17706,DescriptorName,D001066,18950384,,,5,Appetite,N,
17707,QualifierName,Q000187,18950384,,,5,,N,drug effects
17708,DescriptorName,D000068180,18950384,,,6,Aripiprazole,N,
17709,DescriptorName,D001835,18950384,,,7,Body Weight,N,
17710,QualifierName,Q000187,18950384,,,7,,Y,drug effects
17711,DescriptorName,D016572,18950384,,,8,Cyclosporine,N,
17712,QualifierName,Q000009,18950384,,,8,,N,adverse effects
17713,DescriptorName,D003866,18950384,,,9,Depressive Disorder,N,
17714,QualifierName,Q000139,18950384,,,9,,Y,chemically induced
17715,DescriptorName,D004347,18950384,,,10,Drug Interactions,N,
17716,DescriptorName,D004359,18950384,,,11,"Drug Therapy, Combination",N,
17717,DescriptorName,D004435,18950384,,,12,Eating,N,
17718,QualifierName,Q000187,18950384,,,12,,N,drug effects
17719,DescriptorName,D005260,18950384,,,13,Female,N,
17720,DescriptorName,D006801,18950384,,,14,Humans,N,
17721,DescriptorName,D008803,18950384,,,15,Mianserin,N,
17722,QualifierName,Q000009,18950384,,,15,,Y,adverse effects
17723,DescriptorName,D017374,18950384,,,16,Paroxetine,N,
17724,QualifierName,Q000009,18950384,,,16,,N,adverse effects
17725,DescriptorName,D010879,18950384,,,17,Piperazines,N,
17726,QualifierName,Q000009,18950384,,,17,,Y,adverse effects
17727,DescriptorName,D011239,18950384,,,18,Prednisolone,N,
17728,QualifierName,Q000009,18950384,,,18,,Y,adverse effects
17729,DescriptorName,D015363,18950384,,,19,Quinolones,N,
17730,QualifierName,Q000009,18950384,,,19,,Y,adverse effects
17731,DescriptorName,D020280,18950384,,,20,Sertraline,N,
17732,QualifierName,Q000009,18950384,,,20,,N,adverse effects
17733,DescriptorName,D013625,18950384,,,21,Takayasu Arteritis,N,
17734,QualifierName,Q000188,18950384,,,21,,Y,drug therapy
17735,Chemical,D000906,18957000,Antibodies,0,,,,
17736,Chemical,D000925,18957000,Anticoagulants,0,,,,
17737,Chemical,D010978,18957000,Platelet Factor 4,37270-94-3,,,,
17738,Chemical,D006493,18957000,Heparin,9005-49-6,,,,
17739,DescriptorName,D000328,18957000,,,1,Adult,N,
17740,DescriptorName,D000906,18957000,,,2,Antibodies,N,
17741,QualifierName,Q000276,18957000,,,2,,Y,immunology
17742,DescriptorName,D000925,18957000,,,3,Anticoagulants,N,
17743,QualifierName,Q000009,18957000,,,3,,Y,adverse effects
17744,DescriptorName,D001777,18957000,,,4,Blood Coagulation,N,
17745,QualifierName,Q000187,18957000,,,4,,N,drug effects
17746,DescriptorName,D004797,18957000,,,5,Enzyme-Linked Immunosorbent Assay,N,
17747,DescriptorName,D005260,18957000,,,6,Female,N,
17748,DescriptorName,D006493,18957000,,,7,Heparin,N,
17749,QualifierName,Q000009,18957000,,,7,,Y,adverse effects
